,Time,Station,Temperature
603,1965-10-01,NOVOLAZAREVSK,-21.6
604,1965-10-01,MOLODEZNAJA,-20.8
605,1965-10-01,VOSTOK,-66.9
606,1965-10-01,MCMURDO,-23.2
607,1965-11-01,AMUNDSEN-SCOT,-52.0
608,1965-11-01,HALLEY,-21.3
609,1965-11-01,ROTHERA POINT,-6.2
610,1965-11-01,NOVOLAZAREVSK,-13.9
611,1965-11-01,MOLODEZNAJA,-14.4
612,1965-11-01,VOSTOK,-56.8
613,1965-11-01,MCMURDO,-18.6
614,1965-12-01,AMUNDSEN-SCOT,-39.8
615,1965-12-01,HALLEY,-13.4
616,1965-12-01,ROTHERA POINT,0.6
617,1965-12-01,NOVOLAZAREVSK,-8.3
618,1965-12-01,MOLODEZNAJA,-9.6
619,1965-12-01,VOSTOK,-44.3
620,1965-12-01,MCMURDO,-9.6
621,1966-01-01,AMUNDSEN-SCOT,-27.0
622,1966-01-01,HALLEY,-7.3
623,1966-01-01,ROTHERA POINT,1.8
624,1966-01-01,NOVOLAZAREVSK,-1.7
625,1966-01-01,MOLODEZNAJA,-1.1
626,1966-01-01,VOSTOK,-34.2
627,1966-01-01,MCMURDO,-1.8
628,1966-02-01,AMUNDSEN-SCOT,-29.0
629,1966-02-01,HALLEY,-6.6
630,1966-02-01,ROTHERA POINT,2.8
631,1966-02-01,NOVOLAZAREVSK,-2.5
632,1966-02-01,MOLODEZNAJA,-1.7
633,1966-02-01,VOSTOK,-35.4
634,1966-02-01,MCMURDO,-3.4
635,1966-03-01,AMUNDSEN-SCOT,-40.3
636,1966-03-01,HALLEY,-10.6
637,1966-03-01,ROTHERA POINT,2.2
638,1966-03-01,NOVOLAZAREVSK,-4.2
639,1966-03-01,SYOWA,-3.9
640,1966-03-01,MOLODEZNAJA,-4.8
641,1966-03-01,VOSTOK,-42.7
642,1966-03-01,MCMURDO,-7.1
643,1966-04-01,AMUNDSEN-SCOT,-51.8
644,1966-04-01,HALLEY,-11.5
645,1966-04-01,ROTHERA POINT,0.8
646,1966-04-01,NOVOLAZAREVSK,-8.1
647,1966-04-01,SYOWA,-5.9
648,1966-04-01,MOLODEZNAJA,-7.2
649,1966-04-01,VOSTOK,-54.2
650,1966-04-01,MCMURDO,-20.7
651,1966-05-01,AMUNDSEN-SCOT,-56.0
652,1966-05-01,HALLEY,-17.9
653,1966-05-01,ROTHERA POINT,-3.3
654,1966-05-01,NOVOLAZAREVSK,-12.0
655,1966-05-01,SYOWA,-10.8
656,1966-05-01,MOLODEZNAJA,-14.2
657,1966-05-01,VOSTOK,-66.8
658,1966-05-01,MCMURDO,-21.4
659,1966-06-01,AMUNDSEN-SCOT,-60.5
660,1966-06-01,HALLEY,-24.9
661,1966-06-01,ROTHERA POINT,-3.5
662,1966-06-01,NOVOLAZAREVSK,-12.4
663,1966-06-01,SYOWA,-12.6
664,1966-06-01,MOLODEZNAJA,-13.2
665,1966-06-01,VOSTOK,-67.2
666,1966-06-01,MCMURDO,-18.9
667,1966-07-01,AMUNDSEN-SCOT,-60.8
668,1966-07-01,HALLEY,-26.1
669,1966-07-01,ROTHERA POINT,-6.1
670,1966-07-01,NOVOLAZAREVSK,-19.7
671,1966-07-01,SYOWA,-18.0
672,1966-07-01,MOLODEZNAJA,-17.8
673,1966-07-01,VOSTOK,-68.9
674,1966-07-01,MCMURDO,-19.3
675,1966-08-01,AMUNDSEN-SCOT,-57.2
676,1966-08-01,HALLEY,-28.5
677,1966-08-01,ROTHERA POINT,-13.4
678,1966-08-01,NOVOLAZAREVSK,-16.5
679,1966-08-01,SYOWA,-19.6
680,1966-08-01,MOLODEZNAJA,-19.4
681,1966-08-01,VOSTOK,-67.3
682,1966-08-01,MCMURDO,-22.8
683,1966-09-01,AMUNDSEN-SCOT,-60.5
684,1966-09-01,HALLEY,-30.4
685,1966-09-01,ROTHERA POINT,-9.4
686,1966-09-01,NOVOLAZAREVSK,-20.5
687,1966-09-01,SYOWA,-21.0
688,1966-09-01,MOLODEZNAJA,-20.9
689,1966-09-01,VOSTOK,-71.4
690,1966-09-01,MCMURDO,-28.0
691,1966-10-01,AMUNDSEN-SCOT,-57.0
692,1966-10-01,HALLEY,-27.6
693,1966-10-01,ROTHERA POINT,-7.7
694,1966-10-01,NOVOLAZAREVSK,-16.5
695,1966-10-01,SYOWA,-16.4
696,1966-10-01,MOLODEZNAJA,-15.1
697,1966-10-01,VOSTOK,-67.9
698,1966-10-01,MCMURDO,-25.6
699,1966-11-01,AMUNDSEN-SCOT,-50.7
700,1966-11-01,HALLEY,-21.4
701,1966-11-01,ROTHERA POINT,-4.1
702,1966-11-01,NOVOLAZAREVSK,-13.9
703,1966-11-01,SYOWA,-15.8
704,1966-11-01,MOLODEZNAJA,-15.9
705,1966-11-01,VOSTOK,-56.8
706,1966-11-01,MCMURDO,-18.3
707,1966-12-01,AMUNDSEN-SCOT,-36.7
708,1966-12-01,HALLEY,-14.6
709,1966-12-01,ROTHERA POINT,0.5
710,1966-12-01,NOVOLAZAREVSK,-5.4
711,1966-12-01,SYOWA,-6.0
712,1966-12-01,MOLODEZNAJA,-6.5
713,1966-12-01,VOSTOK,-43.0
714,1966-12-01,MCMURDO,-8.3
715,1967-01-01,AMUNDSEN-SCOT,-25.9
716,1967-01-01,HALLEY,-6.3
717,1967-01-01,ROTHERA POINT,2.0
718,1967-01-01,SYOWA,-1.1
719,1967-01-01,MOLODEZNAJA,-0.8
720,1967-01-01,VOSTOK,-31.7
721,1967-01-01,MCMURDO,-3.4
722,1967-02-01,AMUNDSEN-SCOT,-24.0
723,1967-02-01,HALLEY,-4.0
724,1967-02-01,ROTHERA POINT,2.6
725,1967-02-01,NOVOLAZAREVSK,0.4
726,1967-02-01,SYOWA,-0.1
727,1967-02-01,MOLODEZNAJA,0.8
728,1967-02-01,VOSTOK,-30.2
729,1967-02-01,MCMURDO,-1.4
730,1967-03-01,AMUNDSEN-SCOT,-39.3
731,1967-03-01,HALLEY,-9.6
732,1967-03-01,NOVOLAZAREVSK,-4.6
733,1967-03-01,SYOWA,-4.5
734,1967-03-01,MOLODEZNAJA,-4.9
735,1967-03-01,VOSTOK,-45.4
736,1967-03-01,MCMURDO,-5.3
737,1967-04-01,AMUNDSEN-SCOT,-53.8
738,1967-04-01,HALLEY,-21.8
739,1967-04-01,ROTHERA POINT,1.1
740,1967-04-01,NOVOLAZAREVSK,-7.4
741,1967-04-01,SYOWA,-7.3
742,1967-04-01,MOLODEZNAJA,-7.6
743,1967-04-01,VOSTOK,-54.5
744,1967-04-01,MCMURDO,-17.8
745,1967-05-01,AMUNDSEN-SCOT,-56.3
746,1967-05-01,HALLEY,-22.6
747,1967-05-01,ROTHERA POINT,-0.3
748,1967-05-01,NOVOLAZAREVSK,-12.8
749,1967-05-01,SYOWA,-9.0
750,1967-05-01,MOLODEZNAJA,-10.5
751,1967-05-01,VOSTOK,-66.1
752,1967-05-01,MCMURDO,-24.1
753,1967-06-01,AMUNDSEN-SCOT,-57.8
754,1967-06-01,HALLEY,-24.8
755,1967-06-01,ROTHERA POINT,-6.1
756,1967-06-01,NOVOLAZAREVSK,-12.2
757,1967-06-01,SYOWA,-11.9
758,1967-06-01,MOLODEZNAJA,-12.0
759,1967-06-01,VOSTOK,-68.6
760,1967-06-01,MCMURDO,-23.2
761,1967-07-01,AMUNDSEN-SCOT,-60.7
762,1967-07-01,HALLEY,-31.8
763,1967-07-01,ROTHERA POINT,-5.4
764,1967-07-01,NOVOLAZAREVSK,-12.2
765,1967-07-01,SYOWA,-14.2
766,1967-07-01,MOLODEZNAJA,-14.6
767,1967-07-01,VOSTOK,-66.7
768,1967-07-01,MCMURDO,-24.8
769,1967-08-01,AMUNDSEN-SCOT,-56.0
770,1967-08-01,HALLEY,-30.3
771,1967-08-01,ROTHERA POINT,-5.6
772,1967-08-01,NOVOLAZAREVSK,-16.6
773,1967-08-01,SYOWA,-16.7
774,1967-08-01,MOLODEZNAJA,-17.4
775,1967-08-01,VOSTOK,-67.2
776,1967-08-01,MCMURDO,-24.9
777,1967-09-01,AMUNDSEN-SCOT,-60.5
778,1967-09-01,HALLEY,-28.2
779,1967-09-01,ROTHERA POINT,-5.9
780,1967-09-01,NOVOLAZAREVSK,-17.2
781,1967-09-01,SYOWA,-18.8
782,1967-09-01,MOLODEZNAJA,-18.2
783,1967-09-01,VOSTOK,-73.0
784,1967-09-01,MCMURDO,-23.2
785,1967-10-01,AMUNDSEN-SCOT,-57.2
786,1967-10-01,HALLEY,-29.3
787,1967-10-01,ROTHERA POINT,-7.3
788,1967-10-01,NOVOLAZAREVSK,-17.4
789,1967-10-01,SYOWA,-19.5
790,1967-10-01,MOLODEZNAJA,-18.2
791,1967-10-01,VOSTOK,-64.3
792,1967-10-01,MCMURDO,-23.9
793,1967-11-01,AMUNDSEN-SCOT,-53.2
794,1967-11-01,HALLEY,-21.3
795,1967-11-01,ROTHERA POINT,-4.9
796,1967-11-01,NOVOLAZAREVSK,-12.6
797,1967-11-01,SYOWA,-11.0
798,1967-11-01,MOLODEZNAJA,-12.2
799,1967-11-01,VOSTOK,-56.7
800,1967-11-01,MCMURDO,-20.7
801,1967-12-01,AMUNDSEN-SCOT,-35.7
802,1967-12-01,HALLEY,-13.2
803,1967-12-01,ROTHERA POINT,-1.2
804,1967-12-01,NOVOLAZAREVSK,-6.1
805,1967-12-01,SYOWA,-5.5
806,1967-12-01,MOLODEZNAJA,-5.4
807,1967-12-01,VOSTOK,-41.5
808,1967-12-01,MCMURDO,-10.1
809,1968-01-01,AMUNDSEN-SCOT,-26.5
810,1968-01-01,HALLEY,-5.8
811,1968-01-01,ROTHERA POINT,2.5
812,1968-01-01,NOVOLAZAREVSK,-0.1
813,1968-01-01,SYOWA,-1.2
814,1968-01-01,MOLODEZNAJA,-2.0
815,1968-01-01,VOSTOK,-31.1
816,1968-01-01,MCMURDO,-2.8
817,1968-02-01,AMUNDSEN-SCOT,-28.9
818,1968-02-01,HALLEY,-7.9
819,1968-02-01,ROTHERA POINT,2.6
820,1968-02-01,NOVOLAZAREVSK,-1.1
821,1968-02-01,SYOWA,-1.2
822,1968-02-01,MOLODEZNAJA,-0.7
823,1968-02-01,VOSTOK,-33.4
824,1968-02-01,MCMURDO,-3.2
825,1968-03-01,AMUNDSEN-SCOT,-39.2
826,1968-03-01,HALLEY,-11.6
827,1968-03-01,ROTHERA POINT,1.9
828,1968-03-01,NOVOLAZAREVSK,-3.8
829,1968-03-01,SYOWA,-3.2
830,1968-03-01,MOLODEZNAJA,-4.2
831,1968-03-01,VOSTOK,-44.6
832,1968-03-01,MCMURDO,-7.8
833,1968-04-01,AMUNDSEN-SCOT,-53.3
834,1968-04-01,HALLEY,-14.4
835,1968-04-01,ROTHERA POINT,1.1
836,1968-04-01,NOVOLAZAREVSK,-6.7
837,1968-04-01,SYOWA,-4.7
838,1968-04-01,MOLODEZNAJA,-7.3
839,1968-04-01,VOSTOK,-57.9
840,1968-04-01,MCMURDO,-14.5
841,1968-05-01,AMUNDSEN-SCOT,-53.5
842,1968-05-01,HALLEY,-24.8
843,1968-05-01,ROTHERA POINT,1.0
844,1968-05-01,NOVOLAZAREVSK,-12.1
845,1968-05-01,SYOWA,-9.0
846,1968-05-01,MOLODEZNAJA,-10.3
847,1968-05-01,VOSTOK,-62.4
848,1968-05-01,MCMURDO,-19.9
849,1968-06-01,AMUNDSEN-SCOT,-58.5
850,1968-06-01,HALLEY,-23.1
851,1968-06-01,ROTHERA POINT,-2.8
852,1968-06-01,NOVOLAZAREVSK,-15.0
853,1968-06-01,SYOWA,-11.7
854,1968-06-01,MOLODEZNAJA,-13.0
855,1968-06-01,VOSTOK,-65.0
856,1968-07-01,AMUNDSEN-SCOT,-58.0
857,1968-07-01,HALLEY,-22.4
858,1968-07-01,NOVOLAZAREVSK,-17.3
859,1968-07-01,SYOWA,-15.7
860,1968-07-01,MOLODEZNAJA,-16.0
861,1968-07-01,VOSTOK,-63.6
862,1968-07-01,MCMURDO,-24.6
863,1968-08-01,AMUNDSEN-SCOT,-61.8
864,1968-08-01,HALLEY,-33.6
865,1968-08-01,ROTHERA POINT,-5.5
866,1968-08-01,NOVOLAZAREVSK,-21.5
867,1968-08-01,SYOWA,-19.3
868,1968-08-01,MOLODEZNAJA,-18.8
869,1968-08-01,VOSTOK,-71.2
870,1968-08-01,MCMURDO,-26.3
871,1968-09-01,AMUNDSEN-SCOT,-61.3
872,1968-09-01,HALLEY,-30.6
873,1968-09-01,ROTHERA POINT,-10.5
874,1968-09-01,NOVOLAZAREVSK,-18.3
875,1968-09-01,SYOWA,-16.8
876,1968-09-01,MOLODEZNAJA,-16.9
877,1968-09-01,VOSTOK,-70.1
878,1968-09-01,MCMURDO,-31.4
879,1968-10-01,AMUNDSEN-SCOT,-60.8
880,1968-10-01,HALLEY,-29.7
881,1968-10-01,ROTHERA POINT,-9.8
882,1968-10-01,NOVOLAZAREVSK,-18.0
883,1968-10-01,SYOWA,-19.1
884,1968-10-01,MOLODEZNAJA,-19.2
885,1968-10-01,VOSTOK,-71.5
886,1968-10-01,MCMURDO,-33.7
887,1968-11-01,AMUNDSEN-SCOT,-46.5
888,1968-11-01,HALLEY,-19.6
889,1968-11-01,ROTHERA POINT,-2.8
890,1968-11-01,NOVOLAZAREVSK,-11.0
891,1968-11-01,SYOWA,-12.8
892,1968-11-01,MOLODEZNAJA,-13.5
893,1968-11-01,VOSTOK,-53.6
894,1968-11-01,MCMURDO,-20.5
895,1968-12-01,AMUNDSEN-SCOT,-37.5
896,1968-12-01,HALLEY,-12.2
897,1968-12-01,ROTHERA POINT,-0.6
898,1968-12-01,NOVOLAZAREVSK,-5.2
899,1968-12-01,SYOWA,-6.1
900,1968-12-01,MOLODEZNAJA,-6.5
901,1968-12-01,VOSTOK,-42.6
902,1968-12-01,MCMURDO,-9.6
903,1969-01-01,AMUNDSEN-SCOT,-28.6
904,1969-01-01,HALLEY,-7.5
905,1969-01-01,ROTHERA POINT,2.5
906,1969-01-01,NOVOLAZAREVSK,-1.9
907,1969-01-01,SYOWA,-2.2
908,1969-01-01,MOLODEZNAJA,-2.5
909,1969-01-01,VOSTOK,-33.0
910,1969-01-01,MCMURDO,-4.7
911,1969-02-01,AMUNDSEN-SCOT,-27.1
912,1969-02-01,HALLEY,-5.5
913,1969-02-01,ROTHERA POINT,2.8
914,1969-02-01,NOVOLAZAREVSK,0.5
915,1969-02-01,SYOWA,0.4
916,1969-02-01,MOLODEZNAJA,0.0
917,1969-02-01,VOSTOK,-32.6
918,1969-02-01,MCMURDO,-2.6
919,1969-03-01,AMUNDSEN-SCOT,-41.5
920,1969-03-01,HALLEY,-9.3
921,1969-03-01,ROTHERA POINT,1.7
922,1969-03-01,NOVOLAZAREVSK,-3.4
923,1969-03-01,SYOWA,-1.6
924,1969-03-01,MOLODEZNAJA,-2.4
925,1969-03-01,VOSTOK,-43.6
926,1969-03-01,MCMURDO,-9.2
927,1969-04-01,AMUNDSEN-SCOT,-57.2
928,1969-04-01,HALLEY,-17.8
929,1969-04-01,ROTHERA POINT,-2.3
930,1969-04-01,NOVOLAZAREVSK,-7.7
931,1969-04-01,SYOWA,-4.5
932,1969-04-01,MOLODEZNAJA,-7.4
933,1969-04-01,VOSTOK,-59.8
934,1969-04-01,MCMURDO,-15.6
935,1969-05-01,AMUNDSEN-SCOT,-54.2
936,1969-05-01,HALLEY,-15.9
937,1969-05-01,ROTHERA POINT,-3.8
938,1969-05-01,NOVOLAZAREVSK,-8.6
939,1969-05-01,SYOWA,-8.2
940,1969-05-01,MOLODEZNAJA,-11.2
941,1969-05-01,VOSTOK,-62.9
942,1969-05-01,MCMURDO,-21.4
943,1969-06-01,AMUNDSEN-SCOT,-55.8
944,1969-06-01,HALLEY,-21.9
945,1969-06-01,ROTHERA POINT,-9.7
946,1969-06-01,NOVOLAZAREVSK,-12.8
947,1969-06-01,SYOWA,-11.3
948,1969-06-01,MOLODEZNAJA,-14.2
949,1969-06-01,VOSTOK,-66.8
950,1969-06-01,MCMURDO,-24.0
951,1969-07-01,AMUNDSEN-SCOT,-54.8
952,1969-07-01,HALLEY,-21.9
953,1969-07-01,ROTHERA POINT,-15.8
954,1969-07-01,NOVOLAZAREVSK,-12.3
955,1969-07-01,SYOWA,-11.6
956,1969-07-01,MOLODEZNAJA,-14.5
957,1969-07-01,VOSTOK,-62.4
958,1969-08-01,AMUNDSEN-SCOT,-63.5
959,1969-08-01,HALLEY,-31.7
960,1969-08-01,ROTHERA POINT,-12.9
961,1969-08-01,NOVOLAZAREVSK,-20.1
962,1969-08-01,SYOWA,-17.5
963,1969-08-01,MOLODEZNAJA,-18.3
964,1969-08-01,VOSTOK,-69.3
965,1969-08-01,MCMURDO,-31.0
966,1969-09-01,AMUNDSEN-SCOT,-57.0
967,1969-09-01,HALLEY,-31.1
968,1969-09-01,ROTHERA POINT,-8.1
969,1969-09-01,NOVOLAZAREVSK,-22.6
970,1969-09-01,SYOWA,-22.3
971,1969-09-01,MOLODEZNAJA,-21.9
972,1969-09-01,VOSTOK,-69.5
973,1969-09-01,MCMURDO,-25.7
974,1969-10-01,AMUNDSEN-SCOT,-56.2
975,1969-10-01,HALLEY,-23.3
976,1969-10-01,ROTHERA POINT,-3.5
977,1969-10-01,NOVOLAZAREVSK,-20.7
978,1969-10-01,SYOWA,-19.8
979,1969-10-01,MOLODEZNAJA,-18.6
980,1969-10-01,VOSTOK,-69.8
981,1969-10-01,MCMURDO,-25.4
982,1969-11-01,AMUNDSEN-SCOT,-47.3
983,1969-11-01,HALLEY,-15.3
984,1969-11-01,ROTHERA POINT,-6.4
985,1969-11-01,NOVOLAZAREVSK,-11.2
986,1969-11-01,SYOWA,-12.7
987,1969-11-01,MOLODEZNAJA,-12.2
988,1969-11-01,VOSTOK,-55.6
989,1969-11-01,MCMURDO,-22.0
990,1969-12-01,AMUNDSEN-SCOT,-40.0
991,1969-12-01,HALLEY,-11.2
992,1969-12-01,ROTHERA POINT,-0.9
993,1969-12-01,NOVOLAZAREVSK,-8.5
994,1969-12-01,SYOWA,-5.8
995,1969-12-01,MOLODEZNAJA,-6.6
996,1969-12-01,VOSTOK,-43.8
997,1969-12-01,MCMURDO,-10.1
998,1970-01-01,AMUNDSEN-SCOT,-28.0
999,1970-01-01,HALLEY,-5.3
1000,1970-01-01,ROTHERA POINT,3.2
1001,1970-01-01,NOVOLAZAREVSK,-0.9
1002,1970-01-01,SYOWA,-0.8
1003,1970-01-01,MOLODEZNAJA,-1.0
1004,1970-01-01,VOSTOK,-32.6
1005,1970-01-01,MCMURDO,-2.4
1006,1970-02-01,AMUNDSEN-SCOT,-27.4
1007,1970-02-01,HALLEY,-6.7
1008,1970-02-01,ROTHERA POINT,2.4
1009,1970-02-01,NOVOLAZAREVSK,0.6
1010,1970-02-01,SYOWA,-0.9
1011,1970-02-01,MOLODEZNAJA,-0.7
1012,1970-02-01,VOSTOK,-31.8
1013,1970-02-01,MCMURDO,-1.6
1014,1970-03-01,AMUNDSEN-SCOT,-40.0
1015,1970-03-01,HALLEY,-11.9
1016,1970-03-01,ROTHERA POINT,1.8
1017,1970-03-01,NOVOLAZAREVSK,-4.3
1018,1970-03-01,SYOWA,-3.6
1019,1970-03-01,MOLODEZNAJA,-4.4
1020,1970-03-01,VOSTOK,-44.0
1021,1970-03-01,MCMURDO,-8.0
1022,1970-04-01,AMUNDSEN-SCOT,-52.5
1023,1970-04-01,HALLEY,-20.5
1024,1970-04-01,ROTHERA POINT,0.4
1025,1970-04-01,NOVOLAZAREVSK,-6.1
1026,1970-04-01,SYOWA,-5.6
1027,1970-04-01,MOLODEZNAJA,-5.8
1028,1970-04-01,VOSTOK,-55.8
1029,1970-04-01,MCMURDO,-12.8
1030,1970-05-01,AMUNDSEN-SCOT,-59.0
1031,1970-05-01,HALLEY,-22.9
1032,1970-05-01,NOVOLAZAREVSK,-12.8
1033,1970-05-01,SYOWA,-6.7
1034,1970-05-01,MOLODEZNAJA,-10.7
1035,1970-05-01,VOSTOK,-64.6
1036,1970-05-01,MCMURDO,-20.6
1037,1970-06-01,AMUNDSEN-SCOT,-58.0
1038,1970-06-01,HALLEY,-27.9
1039,1970-06-01,ROTHERA POINT,-6.2
1040,1970-06-01,NOVOLAZAREVSK,-16.7
1041,1970-06-01,SYOWA,-15.1
1042,1970-06-01,MOLODEZNAJA,-14.3
1043,1970-06-01,VOSTOK,-66.1
1044,1970-06-01,MCMURDO,-24.3
1045,1970-07-01,AMUNDSEN-SCOT,-59.3
1046,1970-07-01,HALLEY,-31.2
1047,1970-07-01,ROTHERA POINT,-6.2
1048,1970-07-01,NOVOLAZAREVSK,-17.9
1049,1970-07-01,SYOWA,-16.5
1050,1970-07-01,MOLODEZNAJA,-17.0
1051,1970-07-01,VOSTOK,-62.7
1052,1970-07-01,MCMURDO,-21.2
1053,1970-08-01,AMUNDSEN-SCOT,-59.2
1054,1970-08-01,HALLEY,-32.3
1055,1970-08-01,ROTHERA POINT,-5.5
1056,1970-08-01,NOVOLAZAREVSK,-18.7
1057,1970-08-01,SYOWA,-18.3
1058,1970-08-01,MOLODEZNAJA,-17.3
1059,1970-08-01,VOSTOK,-67.1
1060,1970-08-01,MCMURDO,-25.5
1061,1970-09-01,AMUNDSEN-SCOT,-59.2
1062,1970-09-01,HALLEY,-36.1
1063,1970-09-01,ROTHERA POINT,-11.2
1064,1970-09-01,NOVOLAZAREVSK,-19.9
1065,1970-09-01,SYOWA,-20.5
1066,1970-09-01,MOLODEZNAJA,-20.6
1067,1970-09-01,VOSTOK,-70.2
1068,1970-09-01,MCMURDO,-20.4
1069,1970-10-01,AMUNDSEN-SCOT,-56.0
1070,1970-10-01,HALLEY,-18.0
1071,1970-10-01,ROTHERA POINT,-4.0
1072,1970-10-01,NOVOLAZAREVSK,-18.3
1073,1970-10-01,SYOWA,-20.7
1074,1970-10-01,MOLODEZNAJA,-20.0
1075,1970-10-01,VOSTOK,-64.1
1076,1970-10-01,MCMURDO,-22.4
1077,1970-11-01,AMUNDSEN-SCOT,-48.3
1078,1970-11-01,HALLEY,-19.1
1079,1970-11-01,ROTHERA POINT,-2.6
1080,1970-11-01,NOVOLAZAREVSK,-11.2
1081,1970-11-01,SYOWA,-11.5
1082,1970-11-01,MOLODEZNAJA,-12.0
1083,1970-11-01,VOSTOK,-55.9
1084,1970-11-01,MCMURDO,-15.3
1085,1970-12-01,AMUNDSEN-SCOT,-40.0
1086,1970-12-01,HALLEY,-12.2
1087,1970-12-01,ROTHERA POINT,-0.8
1088,1970-12-01,NOVOLAZAREVSK,-4.4
1089,1970-12-01,SYOWA,-6.0
1090,1970-12-01,MOLODEZNAJA,-6.4
1091,1970-12-01,VOSTOK,-44.6
1092,1970-12-01,MCMURDO,-10.0
1093,1971-01-01,AMUNDSEN-SCOT,-27.0
1094,1971-01-01,HALLEY,-4.7
1095,1971-01-01,ROTHERA POINT,0.6
1096,1971-01-01,NOVOLAZAREVSK,-0.3
1097,1971-01-01,SYOWA,-1.1
1098,1971-01-01,MOLODEZNAJA,-1.1
1099,1971-01-01,VOSTOK,-32.2
1100,1971-01-01,MCMURDO,-2.2
1101,1971-02-01,AMUNDSEN-SCOT,-24.2
1102,1971-02-01,HALLEY,-4.7
1103,1971-02-01,ROTHERA POINT,1.3
1104,1971-02-01,NOVOLAZAREVSK,0.7
1105,1971-02-01,SYOWA,-0.5
1106,1971-02-01,MOLODEZNAJA,-0.3
1107,1971-02-01,VOSTOK,-30.1
1108,1971-02-01,MCMURDO,-0.7
1109,1971-03-01,AMUNDSEN-SCOT,-37.8
1110,1971-03-01,HALLEY,-10.5
1111,1971-03-01,ROTHERA POINT,0.3
1112,1971-03-01,NOVOLAZAREVSK,-1.4
1113,1971-03-01,SYOWA,-2.1
1114,1971-03-01,MOLODEZNAJA,-2.7
1115,1971-03-01,VOSTOK,-41.4
1116,1971-03-01,MCMURDO,-8.9
1117,1971-04-01,AMUNDSEN-SCOT,-54.2
1118,1971-04-01,HALLEY,-19.8
1119,1971-04-01,ROTHERA POINT,-0.7
1120,1971-04-01,NOVOLAZAREVSK,-8.3
1121,1971-04-01,SYOWA,-7.2
1122,1971-04-01,MOLODEZNAJA,-8.8
1123,1971-04-01,VOSTOK,-58.2
1124,1971-04-01,MCMURDO,-18.6
1125,1971-05-01,AMUNDSEN-SCOT,-52.8
1126,1971-05-01,HALLEY,-18.8
1127,1971-05-01,ROTHERA POINT,-2.1
1128,1971-05-01,NOVOLAZAREVSK,-12.3
1129,1971-05-01,SYOWA,-10.8
1130,1971-05-01,MOLODEZNAJA,-12.5
1131,1971-05-01,VOSTOK,-64.4
1132,1971-05-01,MCMURDO,-16.4
1133,1971-06-01,AMUNDSEN-SCOT,-55.2
1134,1971-06-01,HALLEY,-26.4
1135,1971-06-01,ROTHERA POINT,-5.4
1136,1971-06-01,NOVOLAZAREVSK,-14.8
1137,1971-06-01,SYOWA,-16.7
1138,1971-06-01,MOLODEZNAJA,-17.1
1139,1971-06-01,VOSTOK,-63.5
1140,1971-06-01,MCMURDO,-21.3
1141,1971-07-01,AMUNDSEN-SCOT,-61.0
1142,1971-07-01,HALLEY,-33.0
1143,1971-07-01,ROTHERA POINT,-3.3
1144,1971-07-01,NOVOLAZAREVSK,-19.1
1145,1971-07-01,SYOWA,-18.4
1146,1971-07-01,MOLODEZNAJA,-17.8
1147,1971-07-01,VOSTOK,-63.5
1148,1971-07-01,MCMURDO,-22.9
1149,1971-08-01,AMUNDSEN-SCOT,-60.8
1150,1971-08-01,HALLEY,-34.0
1151,1971-08-01,ROTHERA POINT,-6.0
1152,1971-08-01,NOVOLAZAREVSK,-17.8
1153,1971-08-01,SYOWA,-18.8
1154,1971-08-01,MOLODEZNAJA,-19.5
1155,1971-08-01,VOSTOK,-69.1
1156,1971-08-01,MCMURDO,-27.4
1157,1971-09-01,AMUNDSEN-SCOT,-59.8
1158,1971-09-01,HALLEY,-26.4
1159,1971-09-01,ROTHERA POINT,-7.0
1160,1971-09-01,NOVOLAZAREVSK,-20.7
1161,1971-09-01,SYOWA,-20.0
1162,1971-09-01,MOLODEZNAJA,-19.0
1163,1971-09-01,VOSTOK,-66.7
1164,1971-09-01,MCMURDO,-26.1
1165,1971-10-01,AMUNDSEN-SCOT,-61.3
1166,1971-10-01,HALLEY,-28.6
1167,1971-10-01,ROTHERA POINT,-5.8
1168,1971-10-01,NOVOLAZAREVSK,-15.9
1169,1971-10-01,SYOWA,-16.0
1170,1971-10-01,MOLODEZNAJA,-16.2
1171,1971-10-01,VOSTOK,-63.4
1172,1971-10-01,MCMURDO,-19.7
1173,1971-11-01,AMUNDSEN-SCOT,-49.0
1174,1971-11-01,HALLEY,-19.8
1175,1971-11-01,ROTHERA POINT,-2.8
1176,1971-11-01,NOVOLAZAREVSK,-11.8
1177,1971-11-01,SYOWA,-12.6
1178,1971-11-01,MOLODEZNAJA,-12.5
1179,1971-11-01,VOSTOK,-56.2
1180,1971-11-01,MCMURDO,-19.4
1181,1971-12-01,AMUNDSEN-SCOT,-37.0
1182,1971-12-01,HALLEY,-14.1
1183,1971-12-01,ROTHERA POINT,-1.6
1184,1971-12-01,NOVOLAZAREVSK,-6.2
1185,1971-12-01,SYOWA,-7.3
1186,1971-12-01,MOLODEZNAJA,-7.4
1187,1971-12-01,VOSTOK,-43.8
1188,1971-12-01,MCMURDO,-8.0
1189,1972-01-01,AMUNDSEN-SCOT,-25.1
1190,1972-01-01,HALLEY,-5.7
1191,1972-01-01,ROTHERA POINT,0.5
1192,1972-01-01,NOVOLAZAREVSK,-0.7
1193,1972-01-01,SYOWA,-0.7
1194,1972-01-01,MOLODEZNAJA,-0.1
1195,1972-01-01,VOSTOK,-30.7
1196,1972-01-01,MCMURDO,-2.8
